N,종목명,현재가,액면가,시가총액,상장주식수,외국인비율,거래량,PER,ROE
1169,신한 옥수수 선물 ETN(H),"10,480",0,210,"2,000",0.00,"14,004",N/A,N/A
1170,SK증권우,"5,310",500,208,"3,913",1.70,"35,883",221.25,N/A
1171,KODEX KRX300레버리지,"20,760",0,208,"1,000",0.00,534,N/A,N/A
1172,TIGER AI코리아그로스액티브,"13,770",0,207,"1,500",0.00,"4,185",N/A,N/A
1173,TIGER 200에너지화학레버리지,"22,700",0,204,900,0.00,"8,382",N/A,N/A
1174,KODEX 국채선물10년,"69,130",0,203,294,0.00,208,N/A,N/A
1175,KODEX 200롱코스닥150숏선물,"12,660",0,203,"1,600",0.00,"24,482",N/A,N/A
1176,코리아써우,"6,810",500,202,"2,965",0.98,"7,580",16.10,N/A
1177,KODEX 미국S&P에너지(합성),"6,625",0,202,"3,044",1.55,"25,282",N/A,N/A
1178,QV 미국 IT TOP5 ETN(H),"28,620",0,200,700,0.00,58,N/A,N/A
1179,KODEX 구리선물(H),"8,320",0,200,"2,400",0.36,"61,436",N/A,N/A
1180,KODEX 200exTOP,"14,250",0,200,"1,400",0.00,1,N/A,N/A
1181,KOSEF 미국달러선물레버리지,"8,665",0,198,"2,290",0.00,"1,136",N/A,N/A
1182,HANARO 글로벌럭셔리S&P(합성),"17,230",0,198,"1,150",0.01,"20,362",N/A,N/A
1183,지코,306,500,198,"64,582",0.90,0,-1.96,-63.51
1184,KODEX Fn멀티팩터,"14,935",0,194,"1,300",0.16,61,N/A,N/A
1185,태영건설우,"14,750",500,192,"1,302",1.05,"25,788",1.75,N/A
1186,KODEX 운송,"6,325",0,190,"3,000",0.00,"59,099",N/A,N/A
1187,TIGER LG그룹+펀더멘털,"11,960",0,189,"1,580",0.00,"9,736",N/A,N/A
1188,KBSTAR 내수주플러스,"10,600",0,187,"1,760",0.00,"18,006",N/A,N/A
1189,TIGER 인도니프티50레버리지(합성),"16,695",0,184,"1,100",0.00,"2,593",N/A,N/A
1190,KOSEF 미국달러선물인버스2X,"8,700",0,184,"2,110",0.00,"1,228",N/A,N/A
1191,KINDEX 미국다우존스리츠(합성 H),"89,320",0,179,200,0.00,"3,768",N/A,N/A
1192,노루홀딩스우,"96,400",500,179,185,0.93,"39,327",92.87,N/A
1193,노루페인트우,"38,500",500,178,463,1.81,0,43.80,N/A
1194,미래에셋 원유선물혼합 ETN(H),"17,780",0,178,"1,000",0.00,"280,078",N/A,N/A
1195,일정실업,"14,800","5,000",178,"1,200",1.09,739,-4.21,-15.33
1196,TIGER 코스피고배당,"13,985",0,176,"1,260",0.02,"3,110",N/A,N/A
1197,KODEX 미국채울트라30년선물(H),"11,745",0,176,"1,500",0.01,"9,062",N/A,N/A
1198,TIGER 200 헬스케어,"23,550",0,174,740,0.00,"8,326",N/A,N/A
1199,신한 코스피 콘도르 6/10% ETN,"8,705",0,174,"2,000",0.00,0,N/A,N/A
1200,대상홀딩스우,"18,850","1,000",172,913,1.09,"318,956",7.99,N/A
1201,크라운해태홀딩스우,"28,500",500,171,601,1.49,"132,871",19.19,N/A
1202,HANARO KRX300,"18,995",0,171,900,0.00,3,N/A,N/A
1203,ARIRANG 고배당저변동50,"11,005",0,171,"1,550",0.00,"1,904",N/A,N/A
1204,ARIRANG 200선물레버리지,"48,595",0,170,350,0.08,800,N/A,N/A
1205,신한 인버스 2X WTI원유 선물 ETN(H),680,0,170,"25,000",0.00,"528,586",N/A,N/A
1206,신한 코스피 월별 양매도 5% OTM ETN,"8,470",0,169,"2,000",0.00,0,N/A,N/A
1207,신한 코스피 월별 양매도 3% OTM ETN,"8,390",0,168,"2,000",0.00,0,N/A,N/A
1208,삼양사우,"45,300","5,000",168,370,6.39,873,8.40,N/A
1209,대신 2X 아연선물 ETN(H),"8,200",0,164,"2,000",0.00,191,N/A,N/A
1210,신한 인버스 2X 미국달러 선물 ETN,"8,165",0,163,"2,000",0.00,4,N/A,N/A
1211,일양약품우,"36,400","2,500",162,445,0.64,"3,188",65.35,N/A
1212,KODEX 코스피100,"32,395",0,162,500,0.00,361,N/A,N/A
1213,TIGER S&P글로벌헬스케어(합성),"16,100",0,161,"1,000",0.00,886,N/A,N/A
1214,KINDEX 밸류대형,"10,050",0,161,"1,600",0.00,12,N/A,N/A
1215,신한 코스피 콘도르 4/10% ETN,"8,000",0,160,"2,000",0.00,0,N/A,N/A
1216,KINDEX 중장기국공채액티브,"101,240",0,159,157,0.00,2,N/A,N/A
1217,KINDEX 스마트밸류,"15,850",0,158,"1,000",0.00,126,N/A,N/A
1218,KODEX MSCI밸류,"13,205",0,158,"1,200",0.00,"5,013",N/A,N/A
1219,TIGER 200 철강소재,"10,145",0,158,"1,560",0.13,"121,595",N/A,N/A
1220,ARIRANG 200선물인버스2X,"4,100",0,158,"3,850",0.00,"61,279",N/A,N/A
1221,KINDEX 미국IT인터넷S&P(합성 H),"19,730",0,158,800,0.00,311,N/A,N/A
1222,KINDEX 블룸버그베트남VN30선물레버리지(H),"15,540",0,155,"1,000",0.00,"2,212",N/A,N/A
1223,신한 인버스 옥수수 선물 ETN(H),"7,745",0,155,"2,000",0.00,"11,594",N/A,N/A
1224,KBSTAR 채권혼합,"64,460",0,155,240,0.00,42,N/A,N/A
1225,ARIRANG 우량회사채50 1년,"108,660",0,152,140,0.00,"1,091",N/A,N/A
1226,TIGER 유로스탁스배당30,"12,655",0,152,"1,200",0.00,"4,390",N/A,N/A
1227,신한 인버스 콩 선물 ETN(H),"7,560",0,151,"2,000",0.00,"8,358",N/A,N/A
1228,삼성 S&P500 VIX S/T 선물 ETN(H) C,"14,890",0,149,"1,000",0.00,953,N/A,N/A
1229,TIGER 단기선진하이일드(합성 H),"12,375",0,148,"1,200",0.00,270,N/A,N/A
1230,신한 레버리지 Russell 2000 ETN,"14,810",0,148,"1,000",0.00,"1,028",N/A,N/A
1231,TIGER 글로벌자원생산기업(합성 H),"13,435",0,148,"1,100",0.00,"1,969",N/A,N/A
1232,KTOP 코스피50,"29,835",0,148,495,0.00,52,N/A,N/A
1233,KODEX 200미국채혼합,"13,000",0,146,"1,120",0.00,"2,133",N/A,N/A
1234,깨끗한나라우,"39,750","1,000",146,366,3.78,"32,464",39.24,N/A
1235,TIGER Fn신재생에너지,"9,345",0,145,"1,550",0.00,"90,159",N/A,N/A
1236,KODEX 최소변동성,"12,065",0,145,"1,200",0.00,14,N/A,N/A
1237,KBSTAR 코스피ex200,"13,755",0,144,"1,050",0.00,168,N/A,N/A
1238,NPC우,"2,735",500,144,"5,280",2.55,"3,980",6.09,N/A
1239,대덕1우,"11,900",500,144,"1,212",0.84,"33,148",3.98,N/A
1240,KODEX 기계장비,"5,445",0,144,"2,640",0.04,"113,428",N/A,N/A
1241,KBSTAR 미국S&P500,"10,265",0,144,"1,400",0.00,"34,875",N/A,N/A
1242,KBSTAR KRX300레버리지,"20,455",0,143,700,0.14,20,N/A,N/A
1243,KODEX 보험,"6,200",0,143,"2,300",0.00,"55,446",N/A,N/A
1244,파워 코스피100,"32,350",0,142,440,0.00,14,N/A,N/A
1245,SK네트웍스우,"125,000","2,500",142,114,0.42,265,899.28,N/A
1246,KINDEX 국고채10년,"96,390",0,142,147,0.00,192,N/A,N/A
1247,TIGER 유로스탁스레버리지(합성 H),"9,445",0,142,"1,500",0.00,495,N/A,N/A
1248,TIGER 일본니케이225,"17,630",0,141,800,0.00,"1,761",N/A,N/A
1249,TIGER 우량가치,"12,020",0,141,"1,170",0.00,"21,104",N/A,N/A
1250,삼성 인버스 2X 은 선물 ETN(H),"1,395",0,140,"10,000",0.00,"161,628",N/A,N/A
1251,KODEX KTOP30,"22,895",0,137,600,0.00,50,N/A,N/A
1252,KB FnGuide 언택트 ETN,"13,490",0,135,"1,000",0.00,0,N/A,N/A
1253,TIGER 200커뮤니케이션서비스,"30,640",0,135,440,0.00,817,N/A,N/A
1254,ARIRANG KRX300,"19,120",0,134,700,0.00,39,N/A,N/A
1255,KODEX 다우존스미국리츠(H),"13,370",0,134,"1,000",0.00,"4,879",N/A,N/A
1256,신한 인버스 금 선물 ETN(H),"6,680",0,134,"2,000",0.00,"6,508",N/A,N/A
1257,KINDEX 일본Nikkei225(H),"18,810",0,132,700,0.00,88,N/A,N/A
1258,KINDEX 중국본토CSI300레버리지(합성),"5,425",0,130,"2,400",0.00,"3,345",N/A,N/A
1259,TRUE FTSE100 ETN,"12,880",0,129,"1,000",0.00,"3,129",N/A,N/A
1260,KB KRX300 ETN,"12,875",0,129,"1,000",0.00,0,N/A,N/A
1261,DB하이텍1우,"114,500","5,000",129,112,1.07,403,30.70,N/A
1262,KB KRX ESG Eco ETN,"12,860",0,129,"1,000",0.00,24,N/A,N/A
1263,TIGER 구리실물,"10,440",0,128,"1,225",0.00,"9,312",N/A,N/A
1264,TREX 200,"42,400",0,127,300,0.00,38,N/A,N/A
1265,KBSTAR V&S셀렉트밸류채권혼합,"12,480",0,125,"1,000",0.00,"11,696",N/A,N/A
1266,KODEX TRF7030,"12,470",0,125,"1,000",0.00,282,N/A,N/A
1267,KODEX 3대농산물선물(H),"11,855",0,124,"1,050",2.58,"13,390",N/A,N/A
1268,현대비앤지스틸우,"113,000","5,000",124,110,0.66,"17,213",72.72,N/A
1269,TIGER 코스피중형주,"16,520",0,124,750,0.00,58,N/A,N/A
1270,KOSEF 블루칩,"10,310",0,124,"1,200",0.00,171,N/A,N/A
1271,ARIRANG 코스피50,"29,450",0,124,420,0.00,102,N/A,N/A
1272,KBSTAR 200IT,"17,175",0,124,720,0.00,113,N/A,N/A
1273,KODEX S&P글로벌인프라(합성),"11,730",0,124,"1,054",0.00,"2,965",N/A,N/A
1274,한양증권우,"23,250","5,000",122,525,0.12,"2,870",6.71,N/A
1275,KBSTAR 헬스케어채권혼합,"12,190",0,122,"1,000",0.00,"11,836",N/A,N/A
1276,KBSTAR KQ고배당,"15,235",0,122,800,0.00,"3,174",N/A,N/A
1277,넥센우,"3,380",500,122,"3,601",20.65,"9,271",17.79,N/A
1278,KODEX 혁신기술테마액티브,"13,520",0,122,900,0.00,"1,048",N/A,N/A
1279,KODEX 모멘텀Plus,"12,165",0,122,"1,000",0.00,71,N/A,N/A
1280,KINDEX 일본TOPIX레버리지(H),"20,190",0,121,600,0.00,7,N/A,N/A
1281,KOSEF 코스피100,"31,875",0,121,380,0.00,156,N/A,N/A
1282,ARIRANG 고배당주채권혼합,"10,980",0,121,"1,100",0.00,"2,539",N/A,N/A
1283,KBSTAR 중국MSCI China선물(H),"14,200",0,121,850,0.00,181,N/A,N/A
1284,TIGER 배당성장,"19,085",0,120,630,0.00,274,N/A,N/A
1285,신한 인버스 WTI원유 선물 ETN(H),"6,005",0,120,"2,000",0.00,"2,192",N/A,N/A
1286,KB 레버리지 나스닥 100 ETN,"12,010",0,120,"1,000",0.00,704,N/A,N/A
1287,KOSEF KRX100,"6,650",0,120,"1,800",0.00,514,N/A,N/A
1288,KINDEX 싱가포르리츠,"11,835",0,118,"1,000",0.00,759,N/A,N/A
1289,KOSEF 미국달러선물인버스,"10,650",0,118,"1,110",0.00,428,N/A,N/A
1290,서울식품우,"5,300",100,118,"2,224",0.33,"6,934",-757.14,N/A
1291,KODEX TRF5050,"11,785",0,118,"1,000",0.00,"8,563",N/A,N/A
1292,TRUE 코스피 커버드콜 ETN B,"11,650",0,116,"1,000",0.00,0,N/A,N/A
1293,TRUE 인버스 2X S&P500 선물 ETN(H),"2,325",0,116,"5,000",0.00,"5,022",N/A,N/A
1294,성신양회우,"15,800","5,000",116,736,0.45,"10,022",39.11,N/A
1295,대신 니켈선물 ETN(H),"16,450",0,115,700,0.00,"1,003",N/A,N/A
1296,남선알미우,"37,250",500,115,308,1.48,"2,864",392.11,N/A
1297,KODEX 코스닥150롱코스피200숏선물,"7,550",0,113,"1,500",0.00,"6,259",N/A,N/A
1298,코오롱글로벌우,"36,200","5,000",113,313,0.85,"22,538",11.18,N/A
1299,KODEX 미국채10년선물,"11,275",0,113,"1,000",0.00,"3,313",N/A,N/A
1300,KODEX 삼성그룹밸류,"9,375",0,112,"1,200",0.00,"4,452",N/A,N/A
1301,KBSTAR 주식혼합,"44,815",0,112,250,0.00,45,N/A,N/A
1302,KODEX K-이노베이션액티브,"11,180",0,112,"1,000",0.00,"1,919",N/A,N/A
1303,TIGER 일본TOPIX헬스케어(합성),"11,155",0,112,"1,000",0.00,266,N/A,N/A
1304,하나 KRX300 ETN,"11,120",0,111,"1,000",0.00,0,N/A,N/A
1305,TIGER 일본TOPIX(합성 H),"15,760",0,110,700,0.00,"2,088",N/A,N/A
1306,계양전기우,"7,840",500,110,"1,400",3.23,"3,721",26.67,N/A
1307,TRUE 레버리지 유로스탁스50 ETN(H) B,"10,960",0,110,"1,000",0.00,1,N/A,N/A
1308,신한 인버스 구리 선물 ETN(H),"5,470",0,109,"2,000",0.00,"1,530",N/A,N/A
1309,TIGER 경기방어채권혼합,"9,910",0,109,"1,100",0.00,"7,113",N/A,N/A
1310,KBSTAR 게임테마,"14,530",0,109,750,0.46,"5,044",N/A,N/A
1311,신한 FnGuide 5G 테마주 ETN,"10,840",0,108,"1,000",0.00,"4,337",N/A,N/A
1312,삼성 인버스 2X HSCEI ETN(H),"10,780",0,108,"1,000",0.00,"2,008",N/A,N/A
1313,대신 알루미늄 선물 ETN(H),"10,765",0,108,"1,000",0.00,167,N/A,N/A
1314,KBSTAR KRX300미국달러선물혼합,"15,375",0,108,700,0.00,7,N/A,N/A
1315,KODEX 미국S&P산업재(합성),"20,105",0,107,534,0.00,"11,560",N/A,N/A
1316,SMART 선진국MSCI World(합성 H),"17,880",0,107,600,0.00,2,N/A,N/A
1317,TRUE S&P500 양매도 4% OTM ETN(H),"10,710",0,107,"1,000",0.00,0,N/A,N/A
1318,대신 밀 선물 ETN(H),"10,680",0,107,"1,000",0.00,353,N/A,N/A
1319,KINDEX 스마트하이베타,"15,250",0,107,700,0.00,110,N/A,N/A
1320,태양금속우,"3,180",500,105,"3,300",0.83,"18,480",-13.42,N/A
1321,TRUE 레버리지 HSCEI ETN(H),"10,465",0,105,"1,000",0.00,"2,050",N/A,N/A
1322,삼성 인버스 HSCEI ETN(H),"10,445",0,104,"1,000",0.00,0,N/A,N/A
1323,TREX 펀더멘탈 200,"41,755",0,104,250,0.08,0,N/A,N/A
1324,KINDEX 스마트로우볼,"17,315",0,104,600,0.00,10,N/A,N/A
1325,TRUE 인버스 플래티넘 선물 ETN,"10,350",0,104,"1,000",0.00,0,N/A,N/A
1326,KODEX TSE일본리츠(H),"12,865",0,103,800,0.00,135,N/A,N/A
1327,TRUE 유로선물 ETN B,"10,270",0,103,"1,000",0.00,3,N/A,N/A
1328,KB 레버리지 S&P 500 선물 ETN(H),"10,255",0,103,"1,000",0.00,200,N/A,N/A
1329,KBSTAR 5대그룹주,"8,540",0,102,"1,200",0.00,"1,451",N/A,N/A
1330,동원시스템즈우,"38,550","5,000",102,265,0.27,"1,057",19.38,N/A
1331,신한 달러인덱스 선물 ETN(H),"10,145",0,101,"1,000",0.00,203,N/A,N/A
1332,신한 인버스 2X 은 선물 ETN(H),"2,025",0,101,"5,000",0.10,"151,408",N/A,N/A
1333,KODEX 콩선물(H),"12,640",0,101,800,9.21,"2,168",N/A,N/A
1334,TIGER 코스피대형주,"15,460",0,100,650,0.00,39,N/A,N/A
1335,TRUE 인버스 엔선물 ETN B,"10,045",0,100,"1,000",0.00,25,N/A,N/A
1336,KODEX 게임산업,"12,515",0,100,800,0.00,"5,206",N/A,N/A
1337,HANARO 탄소효율그린뉴딜,"9,995",0,100,"1,000",0.00,"3,594",N/A,N/A
1338,TRUE 유로스탁스50 양매도 5% OTM ETN(H),"9,970",0,100,"1,000",0.00,2,N/A,N/A
1339,KINDEX 모닝스타싱가포르리츠채권혼합,"9,960",0,100,"1,000",0.00,94,N/A,N/A
1340,삼성 화장품 테마주 ETN,"4,980",0,100,"2,000",0.00,10,N/A,N/A
1341,KBSTAR 모멘텀로우볼,"16,555",0,99,600,0.00,207,N/A,N/A
1342,TRUE 플래티넘 선물 ETN,"9,910",0,99,"1,000",0.00,59,N/A,N/A
1343,삼성 인버스 2X 금 선물 ETN(H),"9,870",0,99,"1,000",0.00,"2,076",N/A,N/A
1344,KODEX 200동일가중,"12,285",0,98,800,0.00,82,N/A,N/A
1345,신한 인버스 달러인덱스 선물 ETN(H),"9,800",0,98,"1,000",0.00,0,N/A,N/A
1346,미래에셋 인버스 미디어엔터 Core5 ETN,"9,725",0,97,"1,000",0.00,44,N/A,N/A
1347,KB 인버스 2X S&P 500 선물 ETN,"9,710",0,97,"1,000",0.00,"1,500",N/A,N/A
1348,TRUE 엔선물 ETN B,"9,705",0,97,"1,000",0.00,0,N/A,N/A
1349,TIGER KTOP30,"11,350",0,96,850,0.00,228,N/A,N/A
1350,금호건설우,"33,000","5,000",96,292,0.00,503,45.90,N/A
1351,TRUE 인버스 유로선물 ETN B,"9,620",0,96,"1,000",0.00,0,N/A,N/A
1352,KOSEF 200선물인버스2X,"2,040",0,95,"4,670",1.24,"132,536",N/A,N/A
1353,삼성 HSCEI ETN(H),"9,525",0,95,"1,000",0.00,0,N/A,N/A
1354,KINDEX 스마트퀄리티,"18,965",0,95,500,0.00,11,N/A,N/A
1355,KBSTAR 200커뮤니케이션서비스,"18,940",0,95,500,0.00,61,N/A,N/A
1356,KINDEX 일본TOPIX인버스(합성 H),"4,505",0,95,"2,100",0.00,"2,496",N/A,N/A
1357,KBSTAR V&S셀렉트밸류,"15,545",0,93,600,0.00,"1,614",N/A,N/A
1358,신한 인버스 2X 다우존스지수 선물 ETN(H),"2,330",0,93,"4,000",0.00,"15,255",N/A,N/A
1359,TIGER 미국S&P500선물인버스(H),"4,050",0,93,"2,300",0.00,"7,456",N/A,N/A
1360,KINDEX 러시아MSCI(합성),"26,610",0,93,350,0.00,108,N/A,N/A
1361,HANARO Fn전기&수소차,"10,340",0,93,900,0.00,"10,914",N/A,N/A
1362,흥국화재우,"12,100","5,000",93,768,1.13,"32,205",34.67,N/A
1363,유유제약2우B,"28,450","1,000",93,326,0.05,"2,184",346.95,N/A
1364,대신 인버스 2X 니켈선물 ETN(H),"4,610",0,92,"2,000",0.00,"1,618",N/A,N/A
1365,신한 USD K200 선물 바이셀 ETN,"4,610",0,92,"2,000",0.00,408,N/A,N/A
1366,KODEX 일본TOPIX100,"15,340",0,92,600,0.00,318,N/A,N/A
1367,마이다스 200커버드콜5%OTM,"15,300",0,92,600,0.00,0,N/A,N/A
1368,TIGER 이머징마켓MSCI레버리지(합성 H),"15,255",0,92,600,0.00,207,N/A,N/A
1369,TRUE 레버리지 엔선물 ETN B,"9,095",0,91,"1,000",0.00,"1,663",N/A,N/A
1370,삼성 레버리지 HSCEI ETN(H),"9,085",0,91,"1,000",0.00,0,N/A,N/A
1371,TRUE 인버스 HSCEI ETN(H) B,"9,080",0,91,"1,000",0.00,0,N/A,N/A
1372,하나 KRX BBIG K-뉴딜 ETN,"9,070",0,91,"1,000",0.00,12,N/A,N/A
1373,하이트진로홀딩스우,"19,150","5,000",90,471,2.59,"13,636",7.04,N/A
1374,마이티 코스피100,"32,125",0,90,280,0.00,0,N/A,N/A
1375,TIGER 코스닥150바이오테크,"12,100",0,90,740,0.00,"7,037",N/A,N/A
1376,KINDEX 스마트모멘텀,"17,905",0,90,500,0.00,12,N/A,N/A
1377,KOSEF 국고채10년레버리지,"127,820",0,89,70,0.00,57,N/A,N/A
1378,신한 코스피 콘도르 6/10% 콜 2204-01 ETN,"8,925",0,89,"1,000",0.00,0,N/A,N/A
1379,KBSTAR 글로벌데이터센터리츠나스닥(합성),"11,095",0,89,800,0.00,264,N/A,N/A
1380,신한 인버스 은 선물 ETN(H),"4,385",0,88,"2,000",0.00,"3,958",N/A,N/A
1381,KINDEX Fn5G플러스,"8,765",0,88,"1,000",0.00,"1,333",N/A,N/A
1382,TIGER 의료기기,"19,375",0,87,450,0.00,"1,897",N/A,N/A
1383,KBSTAR 미국고정배당우선증권ICE TR,"10,055",0,85,850,0.00,837,N/A,N/A
1384,KBSTAR 유로스탁스50(H),"10,020",0,85,850,0.00,981,N/A,N/A
1385,HANARO KAP초장기국고채,"45,720",0,85,186,0.00,224,N/A,N/A
1386,KINDEX 레버리지,"10,620",0,85,800,0.79,"4,709",N/A,N/A
1387,KODEX 미국S&P바이오(합성),"33,255",0,85,255,0.00,"1,452",N/A,N/A
1388,KINDEX 삼성그룹동일가중,"16,940",0,85,500,0.00,59,N/A,N/A
1389,신한 코스피 월별 양매도 5% 콜 2206-1 ETN,"8,440",0,84,"1,000",0.00,0,N/A,N/A
1390,삼성 인버스 China A50 선물 ETN(H),"8,385",0,84,"1,000",0.00,"31,617",N/A,N/A
1391,미래에셋 인버스 원유선물혼합 ETN(H),"8,365",0,84,"1,000",0.00,"148,491",N/A,N/A
1392,신한 코스피 콘도르 4/10% 콜 2204-01 ETN,"8,335",0,83,"1,000",0.00,0,N/A,N/A
1393,신한 코스피 월별 양매도 3% 콜 2206-1 ETN,"8,310",0,83,"1,000",0.00,0,N/A,N/A
1394,신한 천연가스 선물 ETN(H),"2,735",0,82,"3,000",0.00,"4,952",N/A,N/A
1395,KINDEX 코스닥(합성),"13,595",0,82,600,0.00,37,N/A,N/A
1396,KODEX MSCI모멘텀,"13,580",0,81,600,0.00,43,N/A,N/A
1397,신한 인버스 다우존스지수 선물 ETN(H),"4,070",0,81,"2,000",0.00,"4,090",N/A,N/A
1398,미래에셋 인버스 S&P500 ETN(H),"4,060",0,81,"2,000",0.00,64,N/A,N/A
1399,ARIRANG KS밸류가중TR,"16,180",0,81,500,0.00,211,N/A,N/A
1400,KB 인버스 2X 나스닥 100 ETN,"8,085",0,81,"1,000",0.00,172,N/A,N/A
1401,TIGER 우선주,"14,960",0,81,540,0.00,"3,386",N/A,N/A
1402,미래에셋 인버스 에너지화학 Core5 ETN,"4,035",0,81,"2,000",0.00,43,N/A,N/A
1403,신한 인버스 Russell 2000 ETN,"7,995",0,80,"1,000",0.00,327,N/A,N/A
1404,금강공업우,"13,550","1,000",80,590,1.76,"1,817",-233.62,N/A
1405,CJ씨푸드1우,"39,850",500,80,200,0.49,716,687.07,N/A
1406,KODEX 200 중소형,"13,245",0,79,600,0.00,"3,366",N/A,N/A
1407,KINDEX 코스피,"31,595",0,79,250,0.00,160,N/A,N/A
1408,대신 아연선물 ETN(H),"11,280",0,79,700,0.00,798,N/A,N/A
1409,TIGER 미국달러선물인버스2X,"9,860",0,79,800,0.00,20,N/A,N/A
1410,TIGER 라틴35,"3,285",0,79,"2,400",1.18,"6,999",N/A,N/A
1411,ARIRANG 심천차이넥스트(합성),"13,075",0,78,600,0.00,199,N/A,N/A
1412,TIGER 가격조정,"26,080",0,78,300,0.00,0,N/A,N/A
1413,TIGER 200커버드콜5%OTM,"15,520",0,78,500,0.00,0,N/A,N/A
1414,KINDEX 배당성장,"38,710",0,77,200,0.00,20,N/A,N/A
1415,TIGER 금은선물(H),"9,660",0,77,800,3.88,"5,724",N/A,N/A
1416,KOSEF 고배당,"8,500",0,76,900,0.56,"1,303",N/A,N/A
1417,HANARO Fn친환경에너지,"9,525",0,76,800,0.00,"6,796",N/A,N/A
1418,대원전선우,"2,900",500,76,"2,621",2.54,"11,584",90.62,N/A
1419,KG동부제철우,"142,000","5,000",76,53,0.00,"2,950",212.57,N/A
1420,TIGER 코스닥150IT,"15,785",0,76,480,0.00,"1,244",N/A,N/A
1421,ARIRANG 탄소효율그린뉴딜,"9,980",0,75,750,0.00,758,N/A,N/A
1422,TIGER 차이나항셍25,"16,605",0,75,450,0.00,526,N/A,N/A
1423,JW중외제약우,"41,650","2,500",74,177,0.31,389,-62.54,N/A
1424,KINDEX 멕시코MSCI(합성),"9,190",0,74,800,0.00,"1,242",N/A,N/A
1425,TIGER 로우볼,"11,850",0,73,620,0.00,224,N/A,N/A
1426,KODEX 경기소비재,"12,240",0,73,600,0.00,"1,589",N/A,N/A
1427,TIGER MSCI KOREA ESG유니버설,"12,780",0,73,570,0.00,170,N/A,N/A
1428,ARIRANG 국채선물3년,"53,540",0,73,136,0.00,0,N/A,N/A
1429,KINDEX Fn K-뉴딜디지털플러스,"14,550",0,73,500,0.00,65,N/A,N/A
1430,TIGER 지주회사,"12,045",0,72,600,0.00,"4,473",N/A,N/A
1431,KODEX MSCI퀄리티,"10,295",0,72,700,0.00,0,N/A,N/A
1432,파워 고배당저변동성,"29,920",0,72,240,0.00,194,N/A,N/A
1433,ARIRANG KS모멘텀가중TR,"15,915",0,72,450,0.00,9,N/A,N/A
1434,TIGER 일본엔선물,"10,155",0,71,700,0.00,85,N/A,N/A
1435,TRUE 코스피 커버드풋 ETN B,"7,080",0,71,"1,000",0.00,11,N/A,N/A
1436,HANARO 농업융복합산업,"12,785",0,70,550,0.00,362,N/A,N/A
1437,TIGER 은행,"7,445",0,70,940,0.00,"16,830",N/A,N/A
1438,TIGER 국채선물3년인버스,"49,800",0,70,140,0.00,0,N/A,N/A
1439,TRUE 인버스 2X 유로스탁스50 ETN(H),"3,485",0,70,"2,000",0.00,"5,342",N/A,N/A
1440,KBSTAR 팔라듐선물(H),"17,270",0,69,400,0.00,874,N/A,N/A
1441,TIGER 200동일가중,"12,530",0,69,550,0.00,18,N/A,N/A
1442,ARIRANG 스마트베타Quality채권혼합,"11,215",0,67,600,0.00,324,N/A,N/A
1443,KOSEF 코스닥150선물레버리지,"5,545",0,67,"1,210",1.96,"18,777",N/A,N/A
1444,KBSTAR 차이나항셍테크,"10,310",0,67,650,8.09,190,N/A,N/A
1445,TIGER 200커버드콜ATM,"11,150",0,67,600,0.00,5,N/A,N/A
1446,KINDEX 인버스,"4,725",0,66,"1,400",2.14,"24,732",N/A,N/A
1447,KOSEF 미국방어배당성장나스닥,"11,010",0,66,600,0.00,261,N/A,N/A
1448,TIGER 200 경기소비재,"18,320",0,66,360,0.00,"5,543",N/A,N/A
1449,JW중외제약2우B,"70,800","2,500",66,93,0.58,183,-106.31,N/A
1450,KODEX 퀄리티Plus,"10,955",0,66,600,0.00,139,N/A,N/A
1451,KODEX FnKorea50,"10,915",0,65,600,0.00,10,N/A,N/A
1452,신한 인버스 2X S&P500 선물 ETN,"3,245",0,65,"2,000",0.00,"6,388",N/A,N/A
1453,ARIRANG 신흥국MSCI인버스(합성 H),"9,010",0,65,720,0.00,213,N/A,N/A
1454,TIGER 증권,"4,915",0,65,"1,320",0.00,"62,268",N/A,N/A
1455,KBSTAR 중소형고배당,"11,790",0,65,550,0.00,"1,761",N/A,N/A
1456,TIGER 미국달러선물레버리지,"9,215",0,64,700,0.00,"2,515",N/A,N/A
1457,ARIRANG 주도업종,"11,695",0,64,550,0.00,25,N/A,N/A
1458,마이티 200커버드콜ATM레버리지,"10,490",0,63,600,0.00,1,N/A,N/A
1459,KBSTAR KRX국채선물3년10년스티프너2X,"52,455",0,63,120,0.00,2,N/A,N/A
1460,ARIRANG KS로우볼가중TR,"13,925",0,63,450,0.00,8,N/A,N/A
1461,ARIRANG 국채선물10년,"55,840",0,63,112,0.00,0,N/A,N/A
1462,ARIRANG 중형주저변동50,"11,365",0,62,550,0.00,120,N/A,N/A
1463,동부건설우,"27,650","5,000",62,226,18.63,"1,452",14.01,N/A
1464,TRUE 인버스 유로스탁스50 ETN(H) B,"6,230",0,62,"1,000",0.00,3,N/A,N/A
1465,ARIRANG 선진국MSCI(합성 H),"11,980",0,62,520,0.00,"8,192",N/A,N/A
1466,QV 인버스 레버리지 WTI원유 선물 ETN(H),620,0,62,"10,000",0.00,"91,821",N/A,N/A
1467,신한 인버스 2X Russell 2000 ETN,"6,185",0,62,"1,000",0.00,3,N/A,N/A
